title,rating,score,vote,type,director,writter,duration,release date,release country,location,reviews,storyline,budget,Opening weekend USA,gross,Cumulate Worldwide Gross,runtime,sound Mix,Color,Aspect Ratio 
Romance de bureau,8.3,xxx,8.468,Comedy; Drama;,Eldar Ryazanov,Emil Braginskiy,2h 39min,26 October ,977 (Soviet Union,Mosfilm,14,"Anatoli Yefremovich Novoseltsev works in a statistics institution, whose director is an unattractive and bossy woman. An old friend of his, Yuri Grigorievich Samokhvalov, who gets appointed assistant director of the institution, wants to make Novoseltsev the head of the department but encounters objections from Ludmila Prokopievna Kalugina, the director. Samokhvalov then advises Novoseltsev to lightly hit on the boss. Ironically, Novoseltsev and Kalugina fall in love with each other...",xxx,xxx,xxx,xxx,159 min,xxx,xxx,xxx
L'Ascension,8.3,xxx,7.103,Drama; War,Larisa Shepitko,Vasiliy Bykov,1h 51min,19 March 19,0 (France,Mosfilm Studios; Moscow; Russia,42,"In a freezing cold World War II winter, two pro-Soviet partisans - Sotnikov and Rybak - head off to find food for themselves and their compatriots. They find a sheep at the home of a German Headman but their return to camp is interrupted when they are arrested by a Nazi patrol. Taken prisoner, Sotnikov stands true to his beliefs and refuses to answer any questions despite physical abuse and torture. Rybak on the other hand argues that since they know nothing, they should simply tell them all that they know and do whatever they can to stay alive. One of them will live, but at a very heavy cost.",xxx,xxx,xxx,xxx,111 min,xxx,xxx,xxx
Chupke Chupke,8.3,xxx,11.811,Comedy; Drama;,Hrishikesh Mukherjee,Upendranath Ganguly,2h 26min,11 April 19,5 (India,Rupam Chitra,17,"Raghav brags that he can smell a rat or an impersonator automatically, and Dr. Parimal Tripathi decides to take him on - result: funny family slapstick comedy, with a dose of pure Hindi and Urdu thrown in, especially the dialogue delivery by Om Prakash, Dharmendra, and Amitabh Bachchan. Notable songs are :Sare ga ma, ma sa re ga ma....""; ""Ab ke sajan sawan me, aag lagegi badan mein, ghata barshegi, magar tarsegi nazar, mil na sakenghe do mahn ek hi aagan mein...""; ""Chupke chupke chal di purvaiya, basuri bajaike raas rachaye daiya re daiya, chupke..."".",xxx,xxx,xxx,xxx,146 min,xxx,xxx,xxx
Dersou Ouzala,8.3,xxx,24.218,Adventure; Biog,Akira Kurosawa,Akira Kurosawa,2h 22min,22 December,1976 (France,Mosfilm Studios; Moscow; Russia,93,A Russian army explorer who is rescued in Siberia by a rugged Asian hunter renews his friendship with the woodsman years later when he returns as the head of a larger expedition. The hunter finds that all of his nature lore is of no help when he accompanies the explorer back to civilization.,xxx,xxx,xxx,xxx,142 min,io: 2.20 : 1,xxx,xxx
L'Arnaque,8.3,83,245.032,Comedy; Crime;,George Roy Hill,David S. Ward,2h 9min,17 April 19,4 (France,xxx,327,"Johnny Hooker, a small time grifter, unknowingly steals from Doyle Lonnegan, a big time crime boss, when he pulls a standard street con. Lonnegan demands satisfaction for the insult. After his partner, Luther, is killed, Hooker flees, and seeks the help of Henry Gondorff, one of Luther's contacts, who is a master of the long con. Hooker wants to use Gondorff's expertise to take Lonnegan for an enormous sum of money to even the score, since he admits he ""doesn't know enough about killing to kill him."" They devise a complicated scheme and amass a talented group of other con artists who want their share of the reparations. The stakes are high in this game, and our heroes must not only deal with Lonnegan's murderous tendencies, but also other side players who want a piece of the action. To win, Hooker and Gondorff will need all their skills...and a fair amount of confidence.",xxx,xxx,xxx,xxx,129 min,io: 1.85 : 1,xxx,xxx
Orange mécanique,8.3,77,768.760,Crime; Drama; S,Stanley Kubrick,Stanley Kubrick,2h 16min,21 April 19,2 (France,xxx,1634,"Protagonist Alex DeLarge is an ""ultraviolent"" youth in futuristic Britain. As with all luck, his eventually runs out and he's arrested and convicted of murder. While in prison, Alex learns of an experimental program in which convicts are programmed to detest violence. If he goes through the program, his sentence will be reduced and he will be back on the streets sooner than expected. But Alex's ordeals are far from over once he hits the streets of Britain..",xxx,xxx,xxx,xxx,136 min,io: 1.66 : 1,xxx,xxx
Anand,8.3,xxx,31.493,Drama; Musical,Hrishikesh Mukherjee,Hrishikesh Mukherjee,2h 2min,12 March 19,1 (India,xxx,130,Dr Bhaskar Bannerjee is not happy with his profession as he cant save the lives of people dying of illness due to poverty.His Dr friend Kulkarni charges huge for imaginary illness of rich and uses that money to people who cant afford treatment.Things change when Anand a cancer patients enters Bhaskar's life Anand is cheerful and believes in spreading happiness to everyone as he knows he is on last stage of cancer and has few months to live.Bhaskar and Anand bond very well Anand also gets Bhaskar's love life back on track and Bhaskar doesn't want him to loose anymore.As time passes Anand's condition starts to deteriorate and everyone around him is just hoping for a miracle.,xxx,xxx,xxx,xxx,122 min,xxx,xxx,xxx
Les douze heures,8.3,xxx,6.017,Adventure; Come,Leonid Gaidai,Ilya Ilf,2h 39min,21 June 197, (Soviet Union,Mosfilm,9,A former aristocrat Ippolit Vorobyaninov leads a miserable life in Soviet Russia. His mother-in-law reveals a secret to him - she hid family diamonds in one of the twelve chairs they once had. Vorobyaninov in cooperation with a young con artist Ostap Bender start a long search for the diamonds.,xxx,xxx,xxx,xxx,159 min,xxx,xxx,xxx
Z,8.3,86,24.401,Crime; Drama; H,Costa-Gavras,Vasilis Vasilikos,2h 7min,26 February,1969 (France,Algeria,101,"In a mid-sized metropolis (population 500,000) in a right-wing military led country, a pacifist organization, which supports the opposition party in the government, is planning on holding an anti-military, nuclear disarmament rally. The organization's charismatic leader - the deputy - is scheduled to arrive in the town from the capital the day of the rally. Beyond the problems arranging the rally due to the probable incitement of violence at such a rally, the organization learns of an unconfirmed report that there will be an attempt on the deputy's life. The rally does happen, after which a three-wheeled kamikaze runs over the deputy, who eventually passes away from his injuries. The official report is that the incident was a drunken accident. In reality, the deputy's death was murder orchestrated by the secret police, the general for who likens the pacifist organization to mildew killing off agricultural crops. A magistrate is assigned to the case. Although he does have political ...",xxx,xxx,xxx,xxx,127 min,"or
(Eastmancolor)",Ratio: 1.66 : 1,xxx
Guerre et paix,8.3,xxx,6.504,Drama; History;,Sergey Bondarchuk,Sergey Bondarchuk,1h 40min,16 December,1966 (France,Arkhangelskoe; Moscow; Russia,67,"Eight-hour epic based on the book of the same name by Lev Tolstoy. Two main story-lines are complex and intertwined. One is the love story of young Countess Natasha Rostova and Count Pierre Bezukhov, who is unhappy in his marriage. Another is the ""Great Patriotic War"" of 1812 against the invading Napoleon's Armies. The people of Russia from all classes of society stand up united against the enemy. The 500,000 strong Napoleon's army moves through Russia and causes much destruction, culminating in the battle of Borodino. The Russian army has to retreat. Moscow is occupied, looted and burned down, but soon Napoleon loses control and has to flee. Both sides suffer tremendous losses in the war, and Russian society is left irrevocably changed.",xxx,xxx,xxx,xxx,100 min,"70 mm 6-Track
(70 mm prints)| Mono
(RCA Sound System) (35 mm prints)| Dolby Digital
(restored version)",Color,2.20 : 1
2001 : L'Odyssée de l'espace,8.3,84,613.469,Adventure; Sci-,Stanley Kubrick,Stanley Kubrick,2h 29min,27 Septembe, 1968 (France,Spitzkoppe; Erongo; Namibia,2287,"""2001"" is a story of evolution. Sometime in the distant past, someone or something nudged evolution by placing a monolith on Earth (presumably elsewhere throughout the universe as well). Evolution then enabled humankind to reach the moon's surface, where yet another monolith is found, one that signals the monolith placers that humankind has evolved that far. Now a race begins between computers (HAL) and human (Bowman) to reach the monolith placers. The winner will achieve the next step in evolution, whatever that may be.",xxx,xxx,xxx,xxx,149 min,"4-Track Stereo
(35 mm magnetic prints)| 70 mm 6-Track
(70 mm prints)| DTS
(DTS HD Master Audio 5.1)","Color
(Technicolor)| Color
(Metrocolor)",2.20 : 1
Charulata,8.3,xxx,5.346,Drama; Romance,Satyajit Ray,Rabindranath Tagore,1h 57min,17 June 198, (France,R.D.Banshal & Co.,34,"Charu lives a lonely and idle life in 1870s India. Although her husband Bhupati devotes more time to his newspaper than to their marriage, he sees her loneliness and asks his brother-in-law,Umapada to keep her company. At the same time Bhupati's own cousin, Amal, a would-be writer comes home finishing his college education. However, after several months, Charu and Amal's feelings for each other move beyond literary friendship.",xxx,xxx,xxx,xxx,117 min,xxx,xxx,xxx
Le Fanfaron,8.3,xxx,9.620,Comedy; Drama,Dino Risi,Dino Risi,1h 45min,27 June 196, (France,Capalbio; Grosseto; Tuscany; Italy,39,"Bruno Cortona and Roberto Mariani meet by chance as Roberto helps Bruno one day while everything is closed in Rome for the holiday weekend. The two men could not be more different. Thirty-six year old Bruno is extroverted, a man who seizes opportunities as they arise, is an excitement seeker, has never really grown up, but is a person to who many are drawn because of his exuberance and masculine good looks. Law student Roberto is introverted, controlled and so unsure of himself that he doesn't really know why he chose law as a career and is afraid not only to let the girl who lives across the way from him, Valeria, know that he likes her, but even to speak to her. He even has a photograph of her in his wallet that he took clandestinely. Roberto reluctantly gets caught up in the whirlwind of Bruno's last minute change in plans for the holidays as the two head off together in Bruno's Lancia Aurelia sports car, their joy ride which will be largely at Bruno's whim. That reluctance is ...",xxx,xxx,xxx,xxx,105 min,xxx,xxx,xxx
Lawrence d'Arabie,8.3,100,272.271,Adventure; Biog,David Lean,T.E. Lawrence,3h 48min,15 March 19,3 (France,Saudi Arabia,710,"Due to his knowledge of the native Bedouin tribes, British Lieutenant T.E. Lawrence is sent to Arabia to find Prince Faisal and serve as a liaison between the Arabs and the British in their fight against the Turks. With the aid of native Sherif Ali, Lawrence rebels against the orders of his superior officer and strikes out on a daring camel journey across the harsh desert to attack a well-guarded Turkish port.",xxx,xxx,xxx,xxx,228 min,"70 mm 6-Track
(70 mm prints)| Mono
(35 mm optical prints)| 4-Track Stereo
(35 mm magnetic prints)| Dolby Atmos",Color,2.20 : 1
Rocco et ses frères,8.3,84,17.189,Crime; Drama; S,Luchino Visconti,Luchino Visconti,2h 59min,10 March 19,1 (France,xxx,57,"The widow Rosaria moves to Milano from Lucania with her 4 sons, one of whom is Rocco. The fifth son, Vincenzo, already lives in Milano. In the beginning, the family has a lot of problems, but everyone manages to find something to do. Simone is boxing, Rocco works in a dry cleaners, and Ciro studies. Simone meets Nadia, a prostitute, and they have a stormy affair. Then Rocco, after finishing his military service, begins a relationship with her. A bitter feud ensues between the two brothers, which will lead as far as murder...",xxx,xxx,xxx,xxx,179 min,xxx,xxx,xxx
La garçonnière,8.3,94,167.407,Comedy; Drama;,Billy Wilder,Billy Wilder,2h 5min,16 Septembe, 1960 (France,xxx,363,"As of November 1, 1959, mild mannered C.C. Baxter has been working at Consolidated Life, an insurance company, for close to four years, and is one of close to thirty-two thousand employees located in their Manhattan head office. To distinguish himself from all the other lowly cogs in the company in the hopes of moving up the corporate ladder, he often works late, but only because he can't get into his apartment, located off of Central Park West, since he has provided it to a handful of company executives - Mssrs. Dobisch, Kirkeby, Vanderhoff and Eichelberger - on a rotating basis for their extramarital liaisons in return for a good word to the personnel director, Jeff D. Sheldrake. When Baxter is called into Sheldrake's office for the first time, he learns that it isn't just to be promoted as he expects, but also to add married Sheldrake to the list to who he will lend his apartment. Dobisch, Kirkeby, Vanderhoff and Eichelberger are now feeling neglected as Baxter no longer needs ...",xxx,xxx,xxx,xxx,125 min,io: 2.39 : 1,xxx,xxx
